county,lat,lng
Broomfield,39.9542,-105.0526
Walker,34.7356,-85.3010
Carteret,34.8357,-76.6589
Greene,36.1753,-82.8458
Ward,48.2217,-101.5418
Lewis and Clark,47.1224,-112.3905
Muskogee,35.6161,-95.3795
York,37.2431,-76.5635
Wilkes,36.2062,-81.1630
Jones,31.6226,-89.1688
Shiawassee,42.9537,-84.1467
Jefferson,34.2683,-91.9304
Franklin,36.0828,-78.2857
Wise,33.2159,-97.6545
Harrison,39.2835,-80.3798
Klamath,42.6863,-121.6501
Aroostook,46.6589,-68.5989
Belmont,40.0158,-80.9884
Blue Earth,44.0346,-94.0670
Catoosa,34.9036,-85.1382
Laurens,34.4834,-82.0057
San Patricio,28.0092,-97.5188
Williamson,37.7303,-88.9299
Butler,37.7813,-96.8391
Boone,40.0508,-86.4687
Darlington,34.3325,-79.9577
Otero,32.6132,-105.7414
Rutherford,35.4026,-81.9198
St. Francois,37.8103,-90.4723
Rice,44.3543,-93.2967
Harrison,32.5481,-94.3715
Oldham,38.3994,-85.4483
Marquette,46.4313,-87.6416
Wayne,39.8644,-85.0099
Grant,40.5158,-85.6547
Spalding,33.2609,-84.2841
Athens,39.3339,-82.0452
Jefferson,40.3850,-80.7610
Kershaw,34.3388,-80.5902
Adams,39.9879,-91.1886
McCracken,37.0540,-88.7128
Columbia,41.0486,-76.4052
Armstrong,40.8121,-79.4646
Mason,47.3484,-123.1928
Marion,40.5872,-83.1609
Nacogdoches,31.6160,-94.6159
Chaves,33.3633,-104.4669
Pulaski,37.1039,-84.5772
Crow Wing,46.4824,-94.0709
Hamblen,36.2171,-83.2667
Ionia,42.9451,-85.0746
Lake,39.0996,-122.7532
Warren,43.5610,-73.8460
Tehama,40.1257,-122.2340
Coos,43.1742,-124.0594
Chippewa,45.0694,-91.2799
Sauk,43.4267,-89.9482
Starr,26.5622,-98.7384
Clay,46.8923,-96.4907
Carbon,40.9182,-75.7088
Pope,35.4478,-93.0345
Walker,33.8033,-87.2974
Montcalm,43.3109,-85.1525
Sampson,34.9916,-78.3714
Livingston,42.7281,-77.7755
Crawford,35.5880,-94.2429
Salem,39.5876,-75.3491
Lamar,31.2060,-89.5087
Warrick,38.0922,-87.2721
Reno,37.9529,-98.0860
Acadia,30.2906,-92.4120
Effingham,32.3673,-81.3414
Georgetown,33.4343,-79.3324
Stanly,35.3119,-80.2510
Liberty,31.8282,-81.4949
Pender,34.5248,-77.9051
Haywood,35.5560,-82.9822
Knox,40.3988,-82.4215
Herkimer,43.4197,-74.9625
Tipton,35.4973,-89.7566
Garfield,36.3791,-97.7827
San Benito,36.6057,-121.0750
Hall,40.8726,-98.5022
Washington,43.3137,-73.4308
Belknap,43.5179,-71.4227
Lee,35.4752,-79.1715
Barry,42.5950,-85.3090
Pittsylvania,36.8213,-79.3971
St. Joseph,41.9144,-85.5278
Walla Walla,46.2298,-118.4784
Bradford,41.7887,-76.5154
Laurel,37.1107,-84.1178
Washington,39.4553,-81.4953
Hood,32.4299,-97.8323
Cumberland,35.9504,-84.9984
Columbia,42.2501,-73.6318
Lawrence,38.5984,-82.5368
Granville,36.3040,-78.6527
Vermilion,29.8466,-92.3237
Garfield,39.5993,-107.9040
Otsego,42.6337,-75.0326
Mercer,37.4055,-81.1114
Duplin,34.9365,-77.9330
Lowndes,33.4729,-88.4433
Lincoln,43.2789,-96.7218
Kenai Peninsula,60.2654,-151.5652
Sandusky,41.3562,-83.1464
Pike,37.4691,-82.3958
Rutland,43.5802,-73.0366
Otter Tail,46.4088,-95.7080
Washington,44.2734,-72.6148
Newton,36.9055,-94.3393
Huron,41.1463,-82.5980
Pickaway,39.6419,-83.0244
Maverick,28.7426,-100.3145
Russell,32.2884,-85.1849
Anderson,31.8133,-95.6525
Union,40.2994,-83.3716
Eddy,32.4715,-104.3044
Gordon,34.5032,-84.8759
Blount,33.9809,-86.5674
Oxford,44.4998,-70.7566
Lincoln,39.0580,-90.9600
Genesee,43.0009,-78.1937
Jackson,37.7851,-89.3821
Hardin,30.3324,-94.3902
Columbia,43.4666,-89.3337
Cherokee,35.0481,-81.6206
Jefferson,39.3076,-77.8628
Hawkins,36.4412,-82.9447
Putnam,38.5086,-81.9090
Carter,36.2928,-82.1275
Lenoir,35.2388,-77.6412
Marion,39.5100,-80.2434
Franklin,36.9920,-79.8810
La Plata,37.2866,-107.8433
Coffee,35.4906,-86.0748
Van Zandt,32.5637,-95.8365
Scott,38.2915,-84.5839
Chisago,45.5025,-92.9084
Watauga,36.2311,-81.6964
Lyon,39.0206,-119.1890
Pike,41.3320,-75.0338
Columbus,34.2656,-78.6550
Autauga,32.5349,-86.6427
Whiteside,41.7563,-89.9141
Taney,36.6548,-93.0412
Pearl River,30.7688,-89.5896
Campbell,37.2054,-79.0965
Grady,35.0169,-97.8841
Seneca,41.1239,-83.1277
Carson City,39.1511,-119.7476
Windsor,43.5799,-72.5863
Eagle,39.6278,-106.6953
Colbert,34.7005,-87.8050
Box Elder,41.5210,-113.0821
Hancock,44.6643,-68.3585
Hoke,35.0175,-79.2373
Saline,38.7838,-97.6500
Jefferson,36.0510,-83.4463
Tuolumne,38.0276,-119.9548
Lafayette,34.3568,-89.4850
Washington,36.7244,-81.9598
Rusk,32.1077,-94.7618
Camden,30.9306,-81.6699
Johnson,38.7441,-93.8064
Gila,33.7997,-110.8116
Waller,30.0108,-95.9876
St. Martin,30.1291,-91.6082
Harrisonburg,38.4362,-78.8735
Ashland,40.8460,-82.2707
Jessamine,37.8721,-84.5809
Fulton,43.1138,-74.4222
McMinn,35.4247,-84.6175
Roane,35.8479,-84.5232
Boone,42.3231,-88.8234
Dickson,36.1490,-87.3567
Loudon,35.7348,-84.3119
Iron,37.8592,-113.2895
St. Charles,29.9055,-90.3582
Tuscola,43.4641,-83.4167
Elko,41.1458,-115.3577
Pulaski,37.8246,-92.2077
Cherokee,31.8370,-95.1652
Coffee,31.4026,-85.9882
Kerr,30.0615,-99.3500
Columbia,45.9438,-123.0883
Edgecombe,35.9129,-77.5971
Washington,36.7152,-95.9044
Worcester,38.2128,-75.3340
Culpeper,38.4860,-77.9558
Jackson,34.7795,-85.9993
Cass,41.9154,-85.9935
Grant,42.8675,-90.7062
Darke,40.1333,-84.6194
Venango,41.4010,-79.7580
Wayne,41.6487,-75.3033
Coles,39.5203,-88.2218
Henry,36.6828,-79.8740
Waupaca,44.4705,-88.9648
Medina,29.3557,-99.1101
Warren,41.3344,-93.5614
Grundy,41.2851,-88.4185
Ogle,42.0426,-89.3207
Winona,43.9868,-91.7792
Franklin,38.2392,-84.8771
Halifax,36.2574,-77.6517
Somerset,45.5139,-69.9589
Franklin,44.5929,-74.3038
Atascosa,28.8935,-98.5272
Queen Anne's,39.0673,-76.0208
Polk,30.7927,-94.8300
Wilson,29.1740,-98.0866
Knox,40.9318,-90.2132
St. Mary,29.7206,-91.4485
Calumet,44.0816,-88.2181
Le Flore,34.9003,-94.7034
Lamar,33.6673,-95.5712
Dearborn,39.1452,-84.9732
Buffalo,40.8552,-99.0750
Oktibbeha,33.4249,-88.8793
Whitman,46.9012,-117.5230
Curry,34.5742,-103.3470
Navarro,32.0469,-96.4725
Lincoln,44.6420,-123.8682
Vernon,31.1083,-93.1843
Montgomery,42.9023,-74.4397
Dale,31.4318,-85.6110
Franklin,44.8578,-72.9130
Gibson,35.9966,-88.9326
Henry,41.3531,-90.1314
Val Verde,29.8930,-101.1517
Bedford,35.5138,-86.4589
Cherokee,35.9067,-94.9997
Newaygo,43.5542,-85.8009
Bristol,41.7173,-71.2840
Shelby,40.3315,-84.2047
Douglas,38.9123,-119.6162
Carroll,43.8738,-71.2031
Tioga,42.1703,-76.3063
Crittenden,35.2057,-90.3078
Carter,34.2509,-97.2858
Henry,39.9310,-85.3964
Bedford,40.0065,-78.4903
Shelby,38.2154,-85.1948
Fremont,38.4731,-105.4395
Noble,41.3986,-85.4175
Cortland,42.5950,-76.0703
Burnet,30.7884,-98.1823
Chenango,42.4935,-75.6116
Jackson,30.7954,-85.2155
Laurens,32.4636,-82.9222
Logan,35.9193,-97.4433
Boyd,38.3596,-82.6877
Hancock,30.4160,-89.4885
Greene,42.2765,-74.1227
Bryan,33.9623,-96.2598
Charlottesville,38.0375,-78.4855
Beaufort,35.4940,-76.8598
Lincoln,32.6016,-92.6649
Kittitas,47.1243,-120.6797
Osage,36.6292,-96.3985
Campbell,44.2483,-105.5483
Beltrami,47.9738,-94.9377
Clinton,41.8980,-90.5320
St. Bernard,29.8692,-89.5552
Santa Cruz,31.5260,-110.8466
Monroe,35.4426,-84.2527
Marshall,41.3248,-86.2618
Goodhue,44.4097,-92.7229
Washington,30.8533,-90.0405
Allegany,42.2574,-78.0276
Bingham,43.2166,-112.3981
Mifflin,40.6104,-77.6170
Monroe,43.9457,-90.6178
Perry,40.3984,-77.2623
Warren,32.3572,-90.8520
Nelson,37.8051,-85.4660
Chesterfield,34.6398,-80.1587
Calaveras,38.2046,-120.5541
Camden,38.0270,-92.7660
Gadsden,30.5795,-84.6136
Auglaize,40.5609,-84.2218
Hillsdale,41.8878,-84.5929
Stokes,36.4019,-80.2397
Lawrence,38.8412,-86.4834
Henderson,37.7958,-87.5730
Nye,38.0424,-116.4720
Colquitt,31.1884,-83.7688
Kendall,29.9447,-98.7115
McDowell,35.6817,-82.0493
Logan,40.3885,-83.7658
Macoupin,39.2610,-89.9245
Stevens,48.3991,-117.8552
Habersham,34.6310,-83.5311
Greene,36.1176,-90.5590
Barron,45.4237,-91.8483
Itasca,47.5095,-93.6319
Huntingdon,40.4169,-77.9812
Washington,33.2838,-90.9474
Baldwin,33.0693,-83.2496
Wood,32.7864,-95.3821
Hopkins,37.3088,-87.5408
Dunn,44.9466,-91.8964
Callaway,38.8355,-91.9260
Union,40.9630,-77.0622
Richmond,35.0060,-79.7479
Bonner,48.3000,-116.6011
Stephenson,42.3518,-89.6623
Delaware,42.1981,-74.9665
Vance,36.3649,-78.4079
Phelps,37.8771,-91.7923
Shelby,39.5237,-85.7917
Thomas,30.8637,-83.9193
Suwannee,30.1956,-82.9915
Madison,39.8940,-83.4002
Chilton,32.8479,-86.7188
Jackson,38.9064,-86.0375
Kay,36.8180,-97.1439
Barren,36.9656,-85.9337
Pittsburg,34.9239,-95.7484
Holmes,40.5612,-81.9293
Lawrence,35.2173,-87.3956
Jefferson,41.1282,-78.9994
Polk,45.4614,-92.4413
Siskiyou,41.5927,-122.5404
Miller,33.3124,-93.8921
Brown,38.9338,-83.8673
Douglas,46.4329,-91.9161
Mecosta,43.6408,-85.3246
Shenandoah,38.8583,-78.5709
Jackson,35.2876,-83.1408
Branch,41.9161,-85.0590
Ravalli,46.0817,-114.1207
Stephens,34.4856,-97.8515
Sweetwater,41.6595,-108.8795
DeKalb,41.3976,-84.9991
Sullivan,43.3614,-72.2222
Fayette,38.0288,-81.0812
Highland,39.1847,-83.6010
Coffee,31.5493,-82.8492
St. John the Baptist,30.1264,-90.4709
Kandiyohi,45.1524,-95.0047
Caldwell,29.8368,-97.6199
Delaware,36.4082,-94.8026
Muscatine,41.4839,-91.1127
Cerro Gordo,43.0816,-93.2608
Windham,42.9906,-72.7137
Chambers,29.7384,-94.6101
Butler,36.7164,-90.4066
Davie,35.9291,-80.5445
Dubois,38.3643,-86.8798
Douglas,47.7361,-119.6918
Pettis,38.7283,-93.2851
Pierce,44.7194,-92.4224
Montrose,38.4022,-108.2694
Polk,34.0018,-85.1881
Erath,32.2363,-98.2180
Fulton,41.6018,-84.1301
Okanogan,48.5488,-119.7408
Clinton,39.4149,-83.8084
Franklin,35.1550,-86.0922
Ohio,40.0969,-80.6189
Sequoyah,35.4953,-94.7552
Summit,40.8682,-110.9557
Baxter,36.2872,-92.3369
Wharton,29.2779,-96.2221
Okeechobee,27.3864,-80.8886
Crawford,40.8508,-82.9198
Hendry,26.5535,-81.1659
Mississippi,35.7624,-90.0521
Upshur,32.7363,-94.9415
Tazewell,37.1250,-81.5606
Sanilac,43.4236,-82.8203
Mayes,36.3019,-95.2307
Manassas,38.7479,-77.4838
Mercer,40.5399,-84.6294
McKean,41.8076,-78.5690
Preble,39.7415,-84.6480
Levy,29.3184,-82.7436
Warren,35.6787,-85.7785
Shawano,44.7891,-88.7654
Jim Wells,27.7314,-98.0899
Tioga,41.7722,-77.2543
Gratiot,43.2927,-84.6049
Danville,36.5831,-79.4088
Orleans,43.2521,-78.2312
Fayette,35.1971,-89.4144
Susquehanna,41.8214,-75.8007
Tift,31.4574,-83.5266
Ottawa,41.5379,-83.1434
Cheatham,36.2612,-87.0868
Benton,45.6991,-93.9988
Nez Perce,46.3268,-116.7503
Avoyelles,31.0763,-92.0014
Snyder,40.7698,-77.0702
Tallapoosa,32.8624,-85.7975
Cooke,33.6393,-97.2126
Marinette,45.3833,-88.0337
Harrison,38.1951,-86.1114
Howell,36.7740,-91.8865
Latah,46.8162,-116.7117
Wyoming,42.7024,-78.2244
Isanti,45.5615,-93.2951
Wayne,38.1460,-82.4270
Mower,43.6715,-92.7525
McClain,35.0093,-97.4443
Warren,38.9087,-78.2085
Campbell,36.4035,-84.1494
Knox,44.1410,-69.1686
Marshall,42.0358,-92.9988
Murray,34.7884,-84.7481
Pasquotank,36.2955,-76.2840
Madison,43.7841,-111.6592
Waldo,44.5028,-69.1454
Fremont,43.0405,-108.6304
Clatsop,45.9949,-123.6557
Person,36.3900,-78.9718
LaGrange,41.6426,-85.4265
Warren,41.8145,-79.2741
Pike,31.1749,-90.4042
Des Moines,40.9232,-91.1815
Oconee,33.8349,-83.4371
Webster,37.2809,-92.8759
Union,33.1713,-92.5972
Amador,38.4464,-120.6511
Guernsey,40.0520,-81.4942
Calloway,36.6210,-88.2722
Brown,45.5898,-98.3516
Rio Arriba,36.5096,-106.6931
Crawford,37.5073,-94.8518
Champaign,40.1377,-83.7695
Webster,32.7135,-93.3350
Franklin,37.9923,-88.9242
Albany,41.6544,-105.7239
Clarion,41.1924,-79.4210
Okmulgee,35.6466,-95.9643
Clinton,41.2340,-77.6381
Scott,37.0530,-89.5686
Natchitoches,31.7234,-93.0962
Woodford,40.7882,-89.2111
Pontotoc,34.7281,-96.6844
Newberry,34.2898,-81.6001
Bryan,32.0145,-81.4436
Graham,32.9325,-109.8874
Montgomery,40.0404,-86.8933
Prince George,37.1865,-77.2242
Lawrence,37.1064,-93.8329
Dallas,32.3260,-87.1065
Wise,36.9752,-82.6212
Defiance,41.3239,-84.4905
Oconto,45.0263,-88.2697
Douglas,45.9338,-95.4535
Brown,31.7743,-98.9998
Jefferson,38.3005,-88.9240
Cass,40.7615,-86.3460
Colleton,32.8636,-80.6669
Yadkin,36.1605,-80.6652
Independence,35.7416,-91.5697
Clinton,38.6065,-89.4225
Boone,36.3086,-93.0915
Marion,38.6496,-88.9190
Putnam,39.6663,-86.8450
Chippewa,46.3053,-84.5780
Beauregard,30.6486,-93.3432
DeSoto,27.1863,-81.8095
Gloucester,37.4160,-76.5434
Essex,44.1172,-73.7726
Alexander,35.9210,-81.1770
Dyer,36.0592,-89.4137
Graves,36.7231,-88.6512
Isle of Wight,36.8912,-76.7259
Covington,31.2485,-86.4513
Talbot,38.7709,-76.0968
Alcorn,34.8808,-88.5803
Jasper,41.6860,-93.0537
Addison,44.0308,-73.1409
Knox,38.6891,-87.4180
Matagorda,28.8212,-96.0110
Green,42.6800,-89.6022
Escambia,31.1262,-87.1615
Williams,41.5603,-84.5882
Steele,44.0223,-93.2260
Hopkins,33.1496,-95.5640
Dare,35.7805,-75.7982
Louisa,37.9786,-77.9630
Dodge,41.5779,-96.6540
Coshocton,40.3017,-81.9200
Orange,38.2462,-78.0137
Greene,39.8538,-80.2229
Finney,38.0443,-100.7370
Huntington,40.8292,-85.4881
Webster,42.4279,-94.1818
Whitley,36.7581,-84.1452
Howard,32.3062,-101.4355
Clark,37.9708,-84.1474
Hill,31.9907,-97.1324
Perry,39.7371,-82.2361
Williams,48.3437,-103.4802
Floyd,37.5571,-82.7457
Houghton,46.8978,-88.6875
Scotts Bluff,41.8505,-103.7080
Delta,45.9192,-86.9241
Cocke,35.9254,-83.1212
McLeod,44.8236,-94.2724
Livingston,40.8916,-88.5577
Ware,31.0537,-82.4237
Uintah,40.1248,-109.5186
Sagadahoc,43.9598,-69.8546
Carlton,46.5924,-92.6770
Miami,40.7695,-86.0450
Laclede,37.6583,-92.5903
Bennington,43.0354,-73.0930
Barry,36.7099,-93.8291
Jasper,30.7440,-94.0251
Monroe,33.8923,-88.4805
Adams,40.7456,-84.9366
Marshall,34.7623,-89.5031
Oneida,45.7056,-89.5218
Greenup,38.5457,-82.9223
Washington,30.2145,-96.4034
Macon,35.1505,-83.4222
Morrow,40.5241,-82.7941
Brookings,44.3697,-96.7904
Wapello,41.0306,-92.4095
Cowley,37.2377,-96.8375
Warren,38.7646,-91.1607
Fannin,33.5938,-96.1068
Lincoln,41.0478,-100.7452
Madison,41.9167,-97.6008
Lincoln,35.7030,-96.8809
Scotland,34.8409,-79.4804
Sioux,43.0826,-96.1779
Silver Bow,45.9024,-112.6567
Greenbrier,37.9470,-80.4530
Harris,32.7360,-84.9089
Clark,44.7347,-90.6121
Fulton,40.4728,-90.2075
Steuben,41.6439,-85.0008
Monroe,38.2785,-90.1773
Harvey,38.0432,-97.4272
Lincoln,44.0664,-69.5435
Halifax,36.7669,-78.9366
Seneca,42.7810,-76.8238
Becker,46.9346,-95.6740
Lee,41.7461,-89.3003
Lincoln,31.5324,-90.4540
Nicollet,44.3499,-94.2474
Lincoln,35.1405,-86.5890
Effingham,39.0598,-88.5899
Pulaski,37.0636,-80.7144
Panola,34.3639,-89.9506
Transylvania,35.2021,-82.7982
Morgan,39.7156,-90.2015
Lee,40.6420,-91.4793
Whitley,41.1394,-85.5051
Clarendon,33.6658,-80.2164
Putnam,41.0221,-84.1317
Miami,38.5635,-94.8381
Ford,37.6917,-99.8880
Gibson,38.3119,-87.5846
Marshall,35.4689,-86.7650
Hot Spring,34.3177,-92.9461
Preston,39.4693,-79.6682
Evangeline,30.7289,-92.4059
Hale,34.0705,-101.8269
Botetourt,37.5571,-79.8123
Jasper,41.0230,-87.1161
Wexford,44.3384,-85.5784
Chambers,32.9143,-85.3920
Weakley,36.2983,-88.7178
Geary,39.0024,-96.7525
Daviess,38.7024,-87.0721
Pike,31.8027,-85.9409
Caroline,38.8717,-75.8316
Platte,41.5713,-97.5211
Lyon,38.4562,-96.1526
Bladen,34.6146,-78.5637
Marion,41.3344,-93.0994
Emmet,45.5201,-84.8904
Morrison,46.0126,-94.2684
Wasatch,40.3308,-111.1682
Lumpkin,34.5722,-84.0027
Lawrence,34.5216,-87.3110
Rhea,35.6087,-84.9244
McCurtain,34.1154,-94.7713
Bureau,41.4041,-89.5286
Wakulla,30.1673,-84.4007
Taos,36.5783,-105.6310
Titus,33.2166,-94.9657
Christian,39.5458,-89.2772
Lafayette,39.0655,-93.7854
Iberville,30.2586,-91.3495
Bee,28.4174,-97.7412
Logan,37.8315,-81.9353
Accomack,37.7643,-75.6332
Jackson,39.0197,-82.6184
Chester,34.6921,-81.1595
Henry,36.3318,-88.3013
Clinton,40.3017,-86.4752
Greene,39.0363,-86.9620
Jefferson,38.7858,-85.4386
Montgomery,37.1925,-95.7429
Juneau,58.4546,-134.1739
Polk,37.6165,-93.4005
Pickens,34.4643,-84.4656
Pontotoc,34.2254,-89.0374
Dorchester,38.4829,-76.0125
Randolph,38.0521,-89.8252
Stone,36.7469,-93.4560
Claiborne,36.4859,-83.6604
Jefferson,47.7487,-123.5960
Amherst,37.6048,-79.1451
Franklin,34.4417,-87.8438
Adams,40.5245,-98.5012
Coos,44.6896,-71.3056
Jefferson Davis,30.2677,-92.8141
Hardin,40.6615,-83.6595
Polk,47.7739,-96.4018
Washington,45.0307,-67.6287
Knox,36.8907,-83.8540
Ottawa,36.8355,-94.8104
Bolivar,33.7971,-90.8806
Marshall,36.8834,-88.3294
Wabash,40.8457,-85.7940
Schoharie,42.5882,-74.4421
Stark,46.8107,-102.6551
Morton,46.7161,-101.2811
Huron,43.8333,-83.0190
Adams,31.4829,-91.3535
Gilmer,34.6912,-84.4556
Marion,34.0801,-79.3625
Marshall,39.8606,-80.6634
Muhlenberg,37.2158,-87.1420
Williamsburg,33.6199,-79.7277
Petersburg,37.2043,-77.3913
Vernon,43.5939,-90.8344
Delta,38.8614,-107.8629
Summit,39.6342,-106.1164
Mecklenburg,36.6804,-78.3627
Kleberg,27.4337,-97.7273
Clare,43.9879,-84.8478
Malheur,43.1934,-117.6231
Lassen,40.6736,-120.5943
Caroline,38.0267,-77.3471
Smyth,36.8437,-81.5370
Dillon,34.3915,-79.3789
Freeborn,43.6738,-93.3488
Sanpete,39.3739,-111.5763
Sheridan,44.7900,-106.8793
Lake,47.6459,-114.0894
Obion,36.3582,-89.1488
McDonough,40.4562,-90.6779
Boyle,37.6244,-84.8668
Elk,41.4251,-78.6491
Caledonia,44.4647,-72.1021
Cass,33.0775,-94.3436
Gallia,38.8247,-82.3169
White,34.6464,-83.7471
Wayne,31.5515,-81.9168
Franklin,44.9741,-70.4441
Carroll,36.7316,-80.7339
Austin,29.8870,-96.2779
Marion,34.1366,-87.8871
Lee,31.7795,-84.1411
Sumter,32.0399,-84.1970
Dunklin,36.2721,-90.0909
Madison,34.1278,-83.2090
Haralson,33.7942,-85.2110
Jasper,32.4374,-81.0317
Trempealeau,44.3040,-91.3585
Cass,46.9496,-94.3254
Giles,35.2022,-87.0348
Park,44.5205,-109.5879
Stoddard,36.8556,-89.9443
Pine,46.1208,-92.7413
Powhatan,37.5502,-77.9152
Neshoba,32.7535,-89.1176
Jefferson,43.8201,-112.3113
Caddo,35.1744,-98.3752
Garrett,39.5289,-79.2729
Hancock,40.5219,-80.5739
Mason,43.9952,-86.2500
Fredericksburg,38.2992,-77.4872
Custer,35.6388,-99.0015
Orange,44.0056,-72.3769
Logan,40.1245,-89.3675
Jackson,38.8345,-81.6748
Palo Pinto,32.7532,-98.3130
Leflore,33.5505,-90.3011
Randolph,38.7747,-79.8758
Ellis,38.9147,-99.3173
Wythe,36.9171,-81.0787
Dinwiddie,37.0759,-77.6323
Baker,30.3311,-82.2846
Marion,35.1293,-85.6220
Jones,33.0251,-83.5605
Morgan,40.2628,-103.8098
Fayette,39.5599,-83.4561
Montgomery,39.2310,-89.4789
Union,34.4905,-89.0039
San Jacinto,30.5795,-95.1669
Marion,39.8059,-91.6224
McPherson,38.3917,-97.6480
Yazoo,32.7803,-90.3964
Ripley,39.1035,-85.2624
Grimes,30.5435,-95.9855
Alpena,45.0348,-83.6277
Le Sueur,44.3714,-93.7301
Tate,34.6503,-89.9448
Cherokee,35.1339,-84.0635
Meade,37.9698,-86.2171
Copiah,31.8692,-90.4488
Hocking,39.4970,-82.4792
Scott,32.4064,-89.5376
Van Wert,40.8554,-84.5861
Meade,44.5668,-102.7169
Codington,44.9779,-97.1886
Carroll,36.3410,-93.5382
Glenn,39.5983,-122.3921
Montgomery,38.0335,-83.9131
Wells,40.7292,-85.2212
Henderson,35.6543,-88.3880
Washington,38.6000,-86.1053
Pike,39.0773,-83.0668
Winchester,39.1735,-78.1746
Carroll,35.9732,-88.4502
Garvin,34.7046,-97.3093
Bradford,29.9500,-82.1688
Del Norte,41.7431,-123.8972
Lincoln,45.3375,-89.7346
Adams,38.8455,-83.4721
Jennings,38.9969,-85.6281
Door,44.9473,-87.3135
San Miguel,35.4806,-104.8160
Peach,32.5688,-83.8269
Monroe,33.0139,-83.9186
Iroquois,40.7472,-87.8243
De Soto,32.0554,-93.7372
Grant,32.7389,-108.3824
Union,34.6895,-81.6191
Montgomery,35.3325,-79.9055
Currituck,36.4031,-76.0059
Carroll,40.5796,-81.0897
White,35.9264,-85.4552
Wyoming,41.5183,-76.0166
Henry,41.3339,-84.0682
Logan,36.8597,-86.8789
Mineral,39.4147,-78.9438
Elmore,43.3539,-115.4693
Hardee,27.4927,-81.8100
Edgefield,33.7722,-81.9664
Ashe,36.4341,-81.5003
Carter,38.3182,-83.0495
Toombs,32.1217,-82.3313
Russell,36.9339,-82.0954
Uvalde,29.3573,-99.7622
Fluvanna,37.8419,-78.2772
Orleans,44.8290,-72.2434
Simpson,31.9132,-89.9195
Tillamook,45.4637,-123.7127
Cibola,34.9125,-107.9997
Mason,38.7697,-82.0266
King George,38.2733,-77.1572
Gillespie,30.3181,-98.9465
Juneau,43.9246,-90.1138
Decatur,30.8783,-84.5790
Decatur,39.3070,-85.5011
Oceana,43.6409,-86.2676
Union,45.3102,-118.0088
Woodford,38.0424,-84.7436
Johnson,35.5697,-93.4601
Lewis,43.7847,-75.4488
Bell,36.7306,-83.6741
West Baton Rouge,30.4636,-91.3127
Geneva,31.0950,-85.8391
Boone,42.0365,-93.9316
Marlboro,34.6020,-79.6786
Upson,32.8813,-84.2994
Grayson,37.4608,-86.3439
Harlan,36.8569,-83.2180
Wasco,45.1600,-121.1678
Perry,37.2443,-83.2215
Montezuma,37.3386,-108.5966
Clay,39.3928,-87.1158
Elbert,39.2865,-104.1359
Barton,38.4790,-98.7565
Charlevoix,45.3014,-85.1259
Cherokee,34.1759,-85.6038
Cass,40.9097,-96.1409
